id_pekerjaan,nama_pekerjaan,target_segment,target_nama,hop_dari_pekerjaan,panjang_m,road_class,jumlah_lajur,volume_baseline,speed_baseline,delta_volume,delta_speed,congestion,catatan
CT02,Jalan Iskandar Muda (Neglasari),566922054,Gang Buntu I,1,50.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920615876,,1,49.5,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),697672287,Gang Dadali I,1,47.6,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696732490,,1,46.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),913838331,,1,44.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566921921,,1,43.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566954650,,1,41.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),590329508,,1,41.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1372038654,,1,40.6,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),673360116,Jalan Surya Darma,1,39.4,primary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696216369,,1,39.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566856212,,1,38.9,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),919080281,,1,38.2,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),970283685,Gang Asem,1,36.4,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696346817,,1,35.8,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566921969,,1,34.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),985085946,,1,33.4,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1378369680,,1,32.4,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920607607,,1,32.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),264106323,,1,32.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),782015885,,1,31.8,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),913393688,,1,30.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),239449250,,1,27.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920604199,,1,24.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),915953696,,1,24.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),915953697,,1,17.0,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1378395743,,1,16.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),567215810,Gang Perintis 8,1,15.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1190115300,,1,13.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566852499,,1,12.8,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696732480,,1,11.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),564903878,,1,11.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1374415219,,1,0.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),772371272,,2,242.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1374415222,,2,238.2,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),590323189,,2,181.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),239449236,,2,172.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),564903983,Jalan Raya Rawa Kucing,2,141.5,tertiary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),915704516,Gang Dadali XIV,2,141.3,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),239449313,,2,134.9,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),772357356,,2,129.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),673360117,Jalan Surya Darma,2,124.8,primary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),913397738,Gang Salam,2,121.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),239449274,,2,121.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),673343737,,2,114.5,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920683698,,2,106.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696196468,,2,98.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),239449330,,2,97.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1378354509,,2,97.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920608106,,2,86.6,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920616863,,2,81.9,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566852495,,2,80.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920688499,,2,77.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566922045,,2,74.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1372401152,,2,72.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920611927,,2,71.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),949907551,,2,68.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),590323205,,2,66.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566921953,,2,66.5,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566921967,Gang Kancil,2,63.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),697749861,,2,63.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696348697,,2,62.9,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920677171,,2,62.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696184728,,2,61.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920624517,,2,60.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566922019,Gang Dadali XV,2,58.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),970369879,Jalan Dongkel,2,58.3,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1125758542,,2,58.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),1091171962,,2,58.0,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),564903978,,2,56.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696196467,,2,54.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696727443,,2,54.4,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),913163557,,2,53.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),920713704,,2,51.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),564903901,,2,50.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),566921898,,2,50.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT02,Jalan Iskandar Muda (Neglasari),696349861,,2,47.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),921602054,Gang Sahabat,0,148.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696732481,Jalan Iskandar Muda,0,101.5,tertiary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1092501468,Gang Pasar,0,85.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),590371952,,0,83.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852504,,0,80.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852503,,0,79.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),921594045,Gang Uwa Bontot,0,79.3,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852506,Gang Kamsu,0,62.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1372415345,,0,60.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696727443,,0,54.4,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),949928358,,0,47.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1378395744,,0,30.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),673354464,Soekarno Hatta Perimeter Utara,0,29.6,secondary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1372045735,,0,27.4,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),722092139,,0,9.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),921595434,,1,74.2,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),921602638,,1,54.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852494,,1,45.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1002891192,Gang Ceremai,1,43.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696727442,,1,35.4,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696727432,,1,28.9,unclassified,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696727444,,1,23.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696732480,,1,11.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852507,,2,125.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),673354465,,2,60.3,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852505,,2,50.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),566852580,Soekarno Hatta Perimeter Utara,2,42.5,secondary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),921289619,,2,39.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1070830619,,2,34.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696727445,,2,32.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),696727433,,2,23.0,unclassified,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),588328501,,3,1251.6,unclassified,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1098385942,Jalan Iskandar Muda,3,104.8,tertiary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),719398280,Soekarno Hatta Perimeter Utara,3,31.6,secondary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT03,Jalan Marsekal Suryadarma (Neglasari),1378395743,,3,16.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934704,Gang Gunung Kencana,0,252.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564953700,Gang Sitanala IV,0,137.3,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934702,Gang Ria,0,137.0,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),917644944,,0,116.2,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913663221,,0,111.9,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),803148885,Jalan Sitanala III,0,101.3,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934655,Gang Sitanala I,0,85.2,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),762059226,,0,70.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564953708,Jalan Sitanala IV,0,69.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),986103706,,0,69.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934729,,0,62.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1091206129,Jalan Sitanala II,0,54.2,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1103020772,,0,43.4,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),588529304,,0,41.6,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),565246355,,0,31.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),565246358,,0,31.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),762068652,,0,9.2,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),762068651,,0,7.7,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913160987,,1,167.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934854,,1,117.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1433190533,,1,108.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564953699,,1,60.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),739721110,,1,57.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1318810174,Gang SPG,1,53.6,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1214994125,,1,47.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1126419110,,1,45.6,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934727,Gang Harapan Utama,1,42.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913663741,Jalan Sitanala II,1,37.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1335556197,Gang Sariwangi,1,35.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934650,,1,17.2,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),565246357,,1,12.8,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),739710214,Gang Melati,2,133.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934857,,2,131.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),739721107,Gang Harapan 1,2,99.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564953696,,2,96.2,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),256851931,,2,82.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),739710213,Gang SPG,2,75.3,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934795,,2,59.9,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913159519,,2,51.0,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),565246356,,2,46.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564953694,,2,42.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1318810175,,2,28.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),566492017,,2,23.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564953703,Gang Melati,2,16.0,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934647,Jalan Jagal Lama/Ecopark,3,141.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),836320016,,3,86.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913463828,,3,85.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913463827,,3,65.5,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),698918423,,3,57.8,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934789,,3,53.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),698918220,,3,40.1,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),913462348,,3,36.2,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),970026151,Gang Siswa 1,3,20.4,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),564934798,,3,12.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT04,Jalan Dokter Sitanala (Neglasari),1371583087,,3,5.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),567256444,Jalan Pap I,0,228.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),751775217,,0,47.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),751775218,,0,47.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),985106646,,0,41.0,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),567256436,,0,36.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),667829543,Jalan Pembangunan I,0,32.2,secondary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),774524034,Jalan Pembangunan I,0,27.9,tertiary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875295,,0,27.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875296,,0,26.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1107437754,,0,14.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1318442752,,0,13.6,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1318467064,,0,8.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1318466853,,0,7.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1107437751,,0,6.1,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1107437753,,0,5.6,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
