id,from,to,name,highway,length_m,osm_id
E00000,318880697,9994629571,Jalan Dokter Sitanala,primary,12.4,27946607
E00001,9994629571,318880697,Jalan Dokter Sitanala,primary,12.4,27946607
E00002,9994629571,5442079768,Jalan Dokter Sitanala,primary,53.5,27946607
E00003,5442079768,9994629571,Jalan Dokter Sitanala,primary,53.5,27946607
E00004,5442079768,1838671924,Jalan Dokter Sitanala,primary,25.2,27946607
E00005,1838671924,5442079768,Jalan Dokter Sitanala,primary,25.2,27946607
E00006,1838671924,2624787469,Jalan Dokter Sitanala,primary,34.3,27946607
E00007,2624787469,1838671924,Jalan Dokter Sitanala,primary,34.3,27946607
E00008,2624787469,5442181088,Jalan Dokter Sitanala,primary,38.1,27946607
E00009,5442181088,2624787469,Jalan Dokter Sitanala,primary,38.1,27946607
E00010,5442181088,10241676800,Jalan Dokter Sitanala,primary,31.7,27946607
E00011,10241676800,5442181088,Jalan Dokter Sitanala,primary,31.7,27946607
E00012,10241676800,7237941544,Jalan Dokter Sitanala,primary,7.4,27946607
E00013,7237941544,10241676800,Jalan Dokter Sitanala,primary,7.4,27946607
E00014,7237941544,5442081250,Jalan Dokter Sitanala,primary,73.1,27946607
E00015,5442081250,7237941544,Jalan Dokter Sitanala,primary,73.1,27946607
E00016,5442081250,5442081426,Jalan Dokter Sitanala,primary,44.2,27946607
E00017,5442081426,5442081250,Jalan Dokter Sitanala,primary,44.2,27946607
E00018,5442081426,5621061928,Jalan Dokter Sitanala,primary,5.3,27946607
E00019,5621061928,5442081426,Jalan Dokter Sitanala,primary,5.3,27946607
E00020,5621061928,5621061925,Jalan Dokter Sitanala,primary,42.1,27946607
E00021,5621061925,5621061928,Jalan Dokter Sitanala,primary,42.1,27946607
E00022,5621061925,7237941545,Jalan Dokter Sitanala,primary,45.8,27946607
E00023,7237941545,5621061925,Jalan Dokter Sitanala,primary,45.8,27946607
E00024,7237941545,1838671920,Jalan Dokter Sitanala,primary,27.6,27946607
E00025,1838671920,7237941545,Jalan Dokter Sitanala,primary,27.6,27946607
E00026,1838671920,5442080943,Jalan Dokter Sitanala,primary,11.6,27946607
E00027,5442080943,1838671920,Jalan Dokter Sitanala,primary,11.6,27946607
E00028,5442080943,5441824555,Jalan Dokter Sitanala,primary,5.1,27946607
E00029,5441824555,5442080943,Jalan Dokter Sitanala,primary,5.1,27946607
E00030,318880241,8487280275,Benteng Makassar,living_street,109.3,28997114
E00031,8487280275,318880241,Benteng Makassar,living_street,109.3,28997114
E00032,8487280275,5444237416,Benteng Makassar,living_street,11.6,28997114
E00033,5444237416,8487280275,Benteng Makassar,living_street,11.6,28997114
E00034,5444237416,7795436744,Benteng Makassar,living_street,101.4,28997114
E00035,7795436744,5444237416,Benteng Makassar,living_street,101.4,28997114
E00036,7795436744,318880271,Benteng Makassar,living_street,68.8,28997114
E00037,318880271,7795436744,Benteng Makassar,living_street,68.8,28997114
E00038,318880271,5444238630,Benteng Makassar,living_street,39.5,28997114
E00039,5444238630,318880271,Benteng Makassar,living_street,39.5,28997114
E00040,5444238630,8509073746,Benteng Makassar,living_street,52.3,28997114
E00041,8509073746,5444238630,Benteng Makassar,living_street,52.3,28997114
E00042,8509073746,5444238627,Benteng Makassar,living_street,58.0,28997114
E00043,5444238627,8509073746,Benteng Makassar,living_street,58.0,28997114
E00044,5444238627,318880268,Benteng Makassar,living_street,38.6,28997114
E00045,318880268,5444238627,Benteng Makassar,living_street,38.6,28997114
E00046,318880271,318880278,Jalan Benteng Makasar VIII,residential,36.3,28997115
E00047,318880278,318880271,Jalan Benteng Makasar VIII,residential,36.3,28997115
E00048,318880278,5444237405,Jalan Benteng Makasar VIII,residential,23.5,28997115
E00049,5444237405,318880278,Jalan Benteng Makasar VIII,residential,23.5,28997115
E00050,5444237405,7232269700,Jalan Benteng Makasar VIII,residential,26.4,28997115
E00051,7232269700,5444237405,Jalan Benteng Makasar VIII,residential,26.4,28997115
E00052,7232269700,318880283,Benteng Makassar 4,residential,149.6,28997116
E00053,318880283,7232269700,Benteng Makassar 4,residential,149.6,28997116
E00054,318880278,318880288,Benteng Makassar 3,residential,155.3,28997117
E00055,318880288,318880278,Benteng Makassar 3,residential,155.3,28997117
E00056,5455560891,318880293,Benteng Makassar 2,residential,84.6,28997118
E00057,318880293,5455560891,Benteng Makassar 2,residential,84.6,28997118
E00058,5444237394,7232140000,Benteng Makassar 7,service,80.8,28997119
E00059,7232140000,5444237394,Benteng Makassar 7,service,80.8,28997119
E00060,5444494795,318880307,Benteng Makassar 6,residential,131.4,28997120
E00061,318880307,5444494795,Benteng Makassar 6,residential,131.4,28997120
E00062,318880319,318880321,Jalan Kanjeng Dalem,residential,82.2,28997122
E00063,318880321,318880319,Jalan Kanjeng Dalem,residential,82.2,28997122
E00064,318880321,318880323,Jalan Kanjeng Dalem,residential,126.7,28997122
E00065,318880323,318880321,Jalan Kanjeng Dalem,residential,126.7,28997122
E00066,318880323,318880325,Jalan Kanjeng Dalem,residential,98.1,28997122
E00067,318880325,318880323,Jalan Kanjeng Dalem,residential,98.1,28997122
E00068,318880325,318880327,Jalan Kanjeng Dalem,residential,47.9,28997122
E00069,318880327,318880325,Jalan Kanjeng Dalem,residential,47.9,28997122
E00070,318880327,318880330,Jalan Kanjeng Dalem,residential,51.4,28997122
E00071,318880330,318880327,Jalan Kanjeng Dalem,residential,51.4,28997122
E00072,318880330,318880332,Jalan Kanjeng Dalem,residential,63.8,28997122
E00073,318880332,318880330,Jalan Kanjeng Dalem,residential,63.8,28997122
E00074,318880342,318880344,Jalan Pengairan,residential,98.1,28997123
E00075,318880344,318880342,Jalan Pengairan,residential,98.1,28997123
E00076,318880344,318880347,Jalan Pengairan,residential,46.6,28997123
E00077,318880347,318880344,Jalan Pengairan,residential,46.6,28997123
E00078,318880347,318880349,Jalan Pengairan,residential,38.1,28997123
E00079,318880349,318880347,Jalan Pengairan,residential,38.1,28997123
E00080,318880349,318880352,Jalan Pengairan,residential,60.6,28997123
E00081,318880352,318880349,Jalan Pengairan,residential,60.6,28997123
E00082,318880371,318880373,,residential,112.7,28997125
E00083,318880373,318880371,,residential,112.7,28997125
E00084,318880332,4393457589,Jalan Ahmad Yani,tertiary,85.1,28997128
E00085,4393457589,318880332,Jalan Ahmad Yani,tertiary,85.1,28997128
E00086,4393457589,318880425,Jalan Ahmad Yani,tertiary,1.9,28997128
E00087,318880425,4393457589,Jalan Ahmad Yani,tertiary,1.9,28997128
E00088,318880425,318880430,Jalan Ahmad Yani,tertiary,67.4,28997128
E00089,318880430,318880425,Jalan Ahmad Yani,tertiary,67.4,28997128
E00090,318880430,2038580648,Jalan Ahmad Yani,tertiary,115.0,28997128
E00091,2038580648,318880430,Jalan Ahmad Yani,tertiary,115.0,28997128
E00092,318880441,318880448,Jalan Kebon Jahe,residential,94.1,28997131
E00093,318880448,318880441,Jalan Kebon Jahe,residential,94.1,28997131
E00094,318880448,318880461,Jalan Kebon Jahe,residential,55.3,28997131
E00095,318880461,318880448,Jalan Kebon Jahe,residential,55.3,28997131
E00096,318880461,318880459,Jalan Kebon Jahe,residential,87.3,28997131
E00097,318880459,318880461,Jalan Kebon Jahe,residential,87.3,28997131
E00098,318880459,318880430,Jalan Kebon Jahe,residential,62.7,28997131
E00099,318880430,318880459,Jalan Kebon Jahe,residential,62.7,28997131
E00100,7231988118,318880475,Jalan Kiasnawi,tertiary,22.2,28997132
E00101,318880475,7231988118,Jalan Kiasnawi,tertiary,22.2,28997132
E00102,318880475,318880443,Jalan Kiasnawi,tertiary,76.4,28997132
E00103,318880443,318880475,Jalan Kiasnawi,tertiary,76.4,28997132
E00104,318880443,318880451,Jalan Kiasnawi,tertiary,102.3,28997132
E00105,318880451,318880443,Jalan Kiasnawi,tertiary,102.3,28997132
E00106,318880451,6320058512,Jalan Kiasnawi,tertiary,45.5,28997132
E00107,6320058512,318880451,Jalan Kiasnawi,tertiary,45.5,28997132
E00108,6320058512,9678996579,Jalan Kiasnawi,tertiary,10.0,28997132
E00109,9678996579,6320058512,Jalan Kiasnawi,tertiary,10.0,28997132
E00110,9678996579,2038580648,Jalan Kiasnawi,tertiary,158.5,28997132
E00111,2038580648,9678996579,Jalan Kiasnawi,tertiary,158.5,28997132
E00112,318880425,4393457592,Pasar Anyar Utara,living_street,53.4,28997133
E00113,4393457592,318880425,Pasar Anyar Utara,living_street,53.4,28997133
E00114,4393457592,318880481,Pasar Anyar Utara,living_street,91.2,28997133
E00115,318880481,4393457592,Pasar Anyar Utara,living_street,91.2,28997133
E00116,318880481,2033622228,Pasar Anyar Utara,living_street,52.2,28997133
E00117,2033622228,318880481,Pasar Anyar Utara,living_street,52.2,28997133
E00118,2033622228,318880483,Pasar Anyar Utara,living_street,75.8,28997133
E00119,318880483,2033622228,Pasar Anyar Utara,living_street,75.8,28997133
E00120,318880488,318880490,Kalam Siswa Dalam,residential,14.3,28997135
E00121,318880490,318880488,Kalam Siswa Dalam,residential,14.3,28997135
E00122,318880490,318880634,Kalam Siswa Dalam,residential,90.3,28997135
E00123,318880634,318880490,Kalam Siswa Dalam,residential,90.3,28997135
E00124,318880634,318880496,Kalam Siswa Dalam,residential,74.0,28997135
E00125,318880496,318880634,Kalam Siswa Dalam,residential,74.0,28997135
E00126,318880496,318880500,Kalam Siswa Dalam,residential,48.5,28997135
E00127,318880500,318880496,Kalam Siswa Dalam,residential,48.5,28997135
E00128,318880500,318880503,Kalam Siswa Dalam,residential,51.6,28997135
E00129,318880503,318880500,Kalam Siswa Dalam,residential,51.6,28997135
E00130,318880503,318880483,Kalam Siswa Dalam,residential,60.7,28997135
E00131,318880483,318880503,Kalam Siswa Dalam,residential,60.7,28997135
E00132,318880483,2033622232,Kalam Siswa Dalam,residential,53.8,28997135
E00133,2033622232,318880483,Kalam Siswa Dalam,residential,53.8,28997135
E00134,2033622232,2033622241,Kalam Siswa Dalam,residential,60.5,28997135
E00135,2033622241,2033622232,Kalam Siswa Dalam,residential,60.5,28997135
E00136,2033622241,318880506,Kalam Siswa Dalam,residential,54.5,28997135
E00137,318880506,2033622241,Kalam Siswa Dalam,residential,54.5,28997135
E00138,7119968511,8785572911,Jalan Pertukangan,residential,55.9,28997138
E00139,8785572911,7119968511,Jalan Pertukangan,residential,55.9,28997138
E00140,8785572911,318880533,Jalan Pertukangan,residential,28.7,28997138
E00141,318880533,8785572911,Jalan Pertukangan,residential,28.7,28997138
E00142,318880533,7238101787,Jalan Pertukangan,residential,60.1,28997138
E00143,7238101787,318880533,Jalan Pertukangan,residential,60.1,28997138
E00144,318880533,8785572909,Jalan Kerajinan,residential,38.7,28997140
E00145,8785572909,318880533,Jalan Kerajinan,residential,38.7,28997140
E00146,8785572909,7119968513,Jalan Kerajinan,residential,48.9,28997140
E00147,7119968513,8785572909,Jalan Kerajinan,residential,48.9,28997140
E00148,318880347,318880327,Jalan Setia,residential,108.8,28997158
E00149,318880327,318880347,Jalan Setia,residential,108.8,28997158
E00150,318880327,7120319509,Jalan Setia,residential,53.0,28997158
E00151,7120319509,318880327,Jalan Setia,residential,53.0,28997158
E00152,7120319509,4393457576,Jalan Setia,residential,53.5,28997158
E00153,4393457576,7120319509,Jalan Setia,residential,53.5,28997158
E00154,4393457576,8509053752,Jalan Setia,residential,24.7,28997158
E00155,8509053752,4393457576,Jalan Setia,residential,24.7,28997158
E00156,8509053752,318880461,Jalan Setia,residential,30.6,28997158
E00157,318880461,8509053752,Jalan Setia,residential,30.6,28997158
E00158,318880349,318880330,Jalan Sentosa,residential,101.8,28997159
E00159,318880330,318880349,Jalan Sentosa,residential,101.8,28997159
E00160,318880330,7120319510,Jalan Sentosa,residential,51.6,28997159
E00161,7120319510,318880330,Jalan Sentosa,residential,51.6,28997159
E00162,7120319510,4393457594,Jalan Sentosa,residential,35.8,28997159
E00163,4393457594,7120319510,Jalan Sentosa,residential,35.8,28997159
E00164,4393457594,4393457573,Jalan Sentosa,residential,14.1,28997159
E00165,4393457573,4393457594,Jalan Sentosa,residential,14.1,28997159
E00166,4393457573,318880459,Jalan Sentosa,residential,53.1,28997159
E00167,318880459,4393457573,Jalan Sentosa,residential,53.1,28997159
E00168,6320058477,4393457579,Siswa,residential,2.9,28997161
E00169,4393457579,6320058477,Siswa,residential,2.9,28997161
E00170,4393457579,318880633,Siswa,residential,32.0,28997161
E00171,318880633,4393457579,Siswa,residential,32.0,28997161
E00172,318880633,7122869988,Siswa,residential,45.8,28997161
E00173,7122869988,318880633,Siswa,residential,45.8,28997161
E00174,7122869988,6703886385,Siswa,residential,16.4,28997161
E00175,6703886385,7122869988,Siswa,residential,16.4,28997161
E00176,6703886385,318880490,Siswa,residential,60.4,28997161
E00177,318880490,6703886385,Siswa,residential,60.4,28997161
E00178,6320058478,4393457572,Jalan Haji Abdulah,residential,3.3,28997162
E00179,4393457572,6320058478,Jalan Haji Abdulah,residential,3.3,28997162
E00180,4393457572,318880636,Jalan Haji Abdulah,residential,47.5,28997162
E00181,318880636,4393457572,Jalan Haji Abdulah,residential,47.5,28997162
E00182,318880636,318880637,Jalan Haji Abdulah,residential,62.5,28997162
E00183,318880637,318880636,Jalan Haji Abdulah,residential,62.5,28997162
E00184,318880637,318880634,Jalan Haji Abdulah,residential,64.0,28997162
E00185,318880634,318880637,Jalan Haji Abdulah,residential,64.0,28997162
E00186,318880658,318880659,Salak,residential,79.0,28997166
E00187,318880659,318880658,Salak,residential,79.0,28997166
E00188,318880659,318880503,Salak,residential,126.8,28997166
E00189,318880503,318880659,Salak,residential,126.8,28997166
E00190,318880633,318880636,,residential,85.3,28997167
E00191,318880636,318880633,,residential,85.3,28997167
E00192,318880636,318880639,,residential,50.6,28997167
E00193,318880639,318880636,,residential,50.6,28997167
E00194,318880639,318880650,,residential,49.7,28997167
E00195,318880650,318880639,,residential,49.7,28997167
E00196,318880650,318880659,,residential,51.0,28997167
E00197,318880659,318880650,,residential,51.0,28997167
E00198,318880659,318880481,,residential,56.8,28997167
E00199,318880481,318880659,,residential,56.8,28997167
E00200,2472255968,5621024048,Jalan Raya Bayur Kali,tertiary,39.5,28997173
E00201,5621024048,2472255968,Jalan Raya Bayur Kali,tertiary,39.5,28997173
E00202,5621024048,2472255973,Jalan Raya Bayur Kali,tertiary,29.6,28997173
E00203,2472255973,5621024048,Jalan Raya Bayur Kali,tertiary,29.6,28997173
E00204,2472255973,5458529838,Jalan Raya Bayur Kali,tertiary,9.3,28997173
E00205,5458529838,2472255973,Jalan Raya Bayur Kali,tertiary,9.3,28997173
E00206,5458529838,11994781395,Jalan Raya Bayur Kali,tertiary,29.9,28997173
E00207,11994781395,5458529838,Jalan Raya Bayur Kali,tertiary,29.9,28997173
E00208,11994781395,2472255977,Jalan Raya Bayur Kali,tertiary,19.6,28997173
E00209,2472255977,11994781395,Jalan Raya Bayur Kali,tertiary,19.6,28997173
E00210,2472255977,5458529831,Jalan Raya Bayur Kali,tertiary,99.7,28997173
E00211,5458529831,2472255977,Jalan Raya Bayur Kali,tertiary,99.7,28997173
E00212,5458529831,2472256000,Jalan Raya Bayur Kali,tertiary,58.4,28997173
E00213,2472256000,5458529831,Jalan Raya Bayur Kali,tertiary,58.4,28997173
E00214,2472256000,6537376648,Jalan Raya Bayur Kali,tertiary,55.1,28997173
E00215,6537376648,2472256000,Jalan Raya Bayur Kali,tertiary,55.1,28997173
E00216,6537376648,8548072154,Jalan Raya Bayur Kali,tertiary,71.1,28997173
E00217,8548072154,6537376648,Jalan Raya Bayur Kali,tertiary,71.1,28997173
E00218,8548072154,4561945422,Jalan Raya Bayur Kali,tertiary,52.0,28997173
E00219,4561945422,8548072154,Jalan Raya Bayur Kali,tertiary,52.0,28997173
E00220,4561945422,6539224070,Jalan Raya Bayur Kali,tertiary,138.3,28997173
E00221,6539224070,4561945422,Jalan Raya Bayur Kali,tertiary,138.3,28997173
E00222,6539224070,5458529677,Jalan Raya Bayur Kali,tertiary,31.1,28997173
E00223,5458529677,6539224070,Jalan Raya Bayur Kali,tertiary,31.1,28997173
E00224,5458529677,6552100087,Jalan Raya Bayur Kali,tertiary,119.2,28997173
E00225,6552100087,5458529677,Jalan Raya Bayur Kali,tertiary,119.2,28997173
E00226,6552100087,5458529671,Jalan Raya Bayur Kali,tertiary,19.5,28997173
E00227,5458529671,6552100087,Jalan Raya Bayur Kali,tertiary,19.5,28997173
E00228,5458529671,4834540536,Jalan Raya Bayur Kali,tertiary,49.7,28997173
E00229,4834540536,5458529671,Jalan Raya Bayur Kali,tertiary,49.7,28997173
E00230,4834540536,6552100171,Jalan Raya Bayur Kali,tertiary,22.8,28997173
E00231,6552100171,4834540536,Jalan Raya Bayur Kali,tertiary,22.8,28997173
E00232,6552100171,6552047267,Jalan Raya Bayur Kali,tertiary,92.2,28997173
E00233,6552047267,6552100171,Jalan Raya Bayur Kali,tertiary,92.2,28997173
E00234,6552047267,2472256137,Jalan Raya Bayur Kali,tertiary,278.1,28997173
E00235,2472256137,6552047267,Jalan Raya Bayur Kali,tertiary,278.1,28997173
E00236,2472256137,6552047282,Jalan Raya Bayur Kali,tertiary,23.0,28997173
E00237,6552047282,2472256137,Jalan Raya Bayur Kali,tertiary,23.0,28997173
E00238,6552047282,6552047263,Jalan Raya Bayur Kali,tertiary,6.4,28997173
E00239,6552047263,6552047282,Jalan Raya Bayur Kali,tertiary,6.4,28997173
E00240,6552047263,6552047261,Jalan Raya Bayur Kali,tertiary,75.8,28997173
E00241,6552047261,6552047263,Jalan Raya Bayur Kali,tertiary,75.8,28997173
E00242,6552047261,6552100181,Jalan Raya Bayur Kali,tertiary,33.0,28997173
E00243,6552100181,6552047261,Jalan Raya Bayur Kali,tertiary,33.0,28997173
E00244,6552100181,6552047255,Jalan Raya Bayur Kali,tertiary,29.4,28997173
E00245,6552047255,6552100181,Jalan Raya Bayur Kali,tertiary,29.4,28997173
E00246,6552047255,5441553828,Jalan Raya Bayur Kali,tertiary,50.6,28997173
E00247,5441553828,6552047255,Jalan Raya Bayur Kali,tertiary,50.6,28997173
E00248,5441553828,6552047254,Jalan Raya Bayur Kali,tertiary,40.7,28997173
E00249,6552047254,5441553828,Jalan Raya Bayur Kali,tertiary,40.7,28997173
E00250,6552047254,6552047243,Jalan Raya Bayur Kali,tertiary,45.0,28997173
E00251,6552047243,6552047254,Jalan Raya Bayur Kali,tertiary,45.0,28997173
E00252,6552047243,6552047249,Jalan Raya Bayur Kali,tertiary,34.2,28997173
E00253,6552047249,6552047243,Jalan Raya Bayur Kali,tertiary,34.2,28997173
E00254,6552047249,6552100189,Jalan Raya Bayur Kali,tertiary,31.0,28997173
E00255,6552100189,6552047249,Jalan Raya Bayur Kali,tertiary,31.0,28997173
E00256,6552100189,5441553826,Jalan Raya Bayur Kali,tertiary,127.6,28997173
E00257,5441553826,6552100189,Jalan Raya Bayur Kali,tertiary,127.6,28997173
E00258,5441553826,6552423680,Jalan Raya Bayur Kali,tertiary,13.7,28997173
E00259,6552423680,5441553826,Jalan Raya Bayur Kali,tertiary,13.7,28997173
E00260,6552423680,13063445278,Jalan Raya Bayur Kali,tertiary,30.4,28997173
E00261,13063445278,6552423680,Jalan Raya Bayur Kali,tertiary,30.4,28997173
E00262,13063445278,8488212766,Jalan Raya Bayur Kali,tertiary,60.6,28997173
E00263,8488212766,13063445278,Jalan Raya Bayur Kali,tertiary,60.6,28997173
E00264,8488212766,2624648230,Jalan Raya Bayur Kali,tertiary,13.1,28997173
E00265,2624648230,8488212766,Jalan Raya Bayur Kali,tertiary,13.1,28997173
E00266,2624648230,5441553876,Jalan Raya Bayur Kali,tertiary,67.1,28997173
E00267,5441553876,2624648230,Jalan Raya Bayur Kali,tertiary,67.1,28997173
E00268,5441553876,5455499986,Jalan Raya Bayur Kali,tertiary,68.4,28997173
E00269,5455499986,5441553876,Jalan Raya Bayur Kali,tertiary,68.4,28997173
E00270,5455499986,2624648262,Jalan Raya Bayur Kali,tertiary,80.2,28997173
E00271,2624648262,5455499986,Jalan Raya Bayur Kali,tertiary,80.2,28997173
E00272,318880697,5442079774,Jalan Dokter Sitanala,primary,22.0,28997177
E00273,5442079774,318880697,Jalan Dokter Sitanala,primary,22.0,28997177
E00274,5442079774,5442080675,Jalan Dokter Sitanala,primary,28.5,28997177
E00275,5442080675,5442079774,Jalan Dokter Sitanala,primary,28.5,28997177
E00276,5442080675,8487217904,Jalan Dokter Sitanala,primary,7.9,28997177
E00277,8487217904,5442080675,Jalan Dokter Sitanala,primary,7.9,28997177
E00278,8487217904,5442080667,Jalan Dokter Sitanala,primary,47.0,28997177
E00279,5442080667,8487217904,Jalan Dokter Sitanala,primary,47.0,28997177
E00280,5442080667,8487241417,Jalan Dokter Sitanala,primary,25.1,28997177
E00281,8487241417,5442080667,Jalan Dokter Sitanala,primary,25.1,28997177
E00282,8487241417,5444495579,Jalan Dokter Sitanala,primary,30.2,28997177
E00283,5444495579,8487241417,Jalan Dokter Sitanala,primary,30.2,28997177
E00284,5444495579,5444495589,Jalan Dokter Sitanala,primary,30.3,28997177
E00285,5444495589,5444495579,Jalan Dokter Sitanala,primary,30.3,28997177
E00286,5444495589,7120037535,Jalan Dokter Sitanala,primary,53.2,28997177
E00287,7120037535,5444495589,Jalan Dokter Sitanala,primary,53.2,28997177
E00288,7120037535,318880698,Jalan Dokter Sitanala,primary,45.6,28997177
E00289,318880698,7120037535,Jalan Dokter Sitanala,primary,45.6,28997177
E00290,318880809,8499575191,,service,54.4,28997199
E00291,8499575191,318880809,,service,54.4,28997199
E00292,8499575191,2624743356,,service,79.7,28997199
E00293,2624743356,8499575191,,service,79.7,28997199
E00294,239070988,5504249120,Jalan Kyai Haji Hasyim Ashari,primary,35.0,30328050
E00295,5504249120,239070988,Jalan Kyai Haji Hasyim Ashari,primary,35.0,30328050
E00296,5504249120,334409658,Jalan Kyai Haji Hasyim Ashari,primary,11.0,30328050
E00297,334409658,5504249120,Jalan Kyai Haji Hasyim Ashari,primary,11.0,30328050
E00298,334409658,6320077828,Jalan Kyai Haji Hasyim Ashari,primary,36.6,30328050
E00299,6320077828,334409658,Jalan Kyai Haji Hasyim Ashari,primary,36.6,30328050
E00300,6320077828,5504397937,Jalan Kyai Haji Hasyim Ashari,primary,74.8,30328050
E00301,5504397937,6320077828,Jalan Kyai Haji Hasyim Ashari,primary,74.8,30328050
E00302,5504397937,5504249408,Jalan Kyai Haji Hasyim Ashari,primary,107.8,30328050
E00303,5504249408,5504397937,Jalan Kyai Haji Hasyim Ashari,primary,107.8,30328050
E00304,5504249408,5504249419,Jalan Kyai Haji Hasyim Ashari,primary,4.9,30328050
E00305,5504249419,5504249408,Jalan Kyai Haji Hasyim Ashari,primary,4.9,30328050
E00306,5504249419,12195042473,Jalan Kyai Haji Hasyim Ashari,primary,55.1,30328050
E00307,12195042473,5504249419,Jalan Kyai Haji Hasyim Ashari,primary,55.1,30328050
E00308,12195042473,5504249439,Jalan Kyai Haji Hasyim Ashari,primary,13.0,30328050
E00309,5504249439,12195042473,Jalan Kyai Haji Hasyim Ashari,primary,13.0,30328050
E00310,5504249439,5504249387,Jalan Kyai Haji Hasyim Ashari,primary,47.8,30328050
E00311,5504249387,5504249439,Jalan Kyai Haji Hasyim Ashari,primary,47.8,30328050
E00312,5504249387,5504249467,Jalan Kyai Haji Hasyim Ashari,primary,61.8,30328050
E00313,5504249467,5504249387,Jalan Kyai Haji Hasyim Ashari,primary,61.8,30328050
E00314,5504249467,334409654,Jalan Kyai Haji Hasyim Ashari,primary,51.3,30328050
E00315,334409654,5504249467,Jalan Kyai Haji Hasyim Ashari,primary,51.3,30328050
E00316,334409654,5504249449,Jalan Kyai Haji Hasyim Ashari,primary,37.4,30328050
E00317,5504249449,334409654,Jalan Kyai Haji Hasyim Ashari,primary,37.4,30328050
E00318,5504249449,5504249360,Jalan Kyai Haji Hasyim Ashari,primary,44.9,30328050
E00319,5504249360,5504249449,Jalan Kyai Haji Hasyim Ashari,primary,44.9,30328050
E00320,5504249360,5504248747,Jalan Kyai Haji Hasyim Ashari,primary,21.9,30328050
E00321,5504248747,5504249360,Jalan Kyai Haji Hasyim Ashari,primary,21.9,30328050
E00322,5504248747,3726772968,Jalan Kyai Haji Hasyim Ashari,primary,60.6,30328050
E00323,3726772968,5504248747,Jalan Kyai Haji Hasyim Ashari,primary,60.6,30328050
E00324,3726772968,5504248895,Jalan Kyai Haji Hasyim Ashari,primary,20.0,30328050
E00325,5504248895,3726772968,Jalan Kyai Haji Hasyim Ashari,primary,20.0,30328050
E00326,5504248895,5504248892,Jalan Kyai Haji Hasyim Ashari,primary,25.7,30328050
E00327,5504248892,5504248895,Jalan Kyai Haji Hasyim Ashari,primary,25.7,30328050
E00328,5504248892,5504248881,Jalan Kyai Haji Hasyim Ashari,primary,13.2,30328050
E00329,5504248881,5504248892,Jalan Kyai Haji Hasyim Ashari,primary,13.2,30328050
E00330,5504248881,5504618102,Jalan Kyai Haji Hasyim Ashari,primary,14.4,30328050
E00331,5504618102,5504248881,Jalan Kyai Haji Hasyim Ashari,primary,14.4,30328050
E00332,5504618102,9085428684,Jalan Kyai Haji Hasyim Ashari,primary,13.4,30328050
E00333,9085428684,5504618102,Jalan Kyai Haji Hasyim Ashari,primary,13.4,30328050
E00334,9085428684,5504617866,Jalan Kyai Haji Hasyim Ashari,primary,33.8,30328050
E00335,5504617866,9085428684,Jalan Kyai Haji Hasyim Ashari,primary,33.8,30328050
E00336,5504617866,334409648,Jalan Kyai Haji Hasyim Ashari,primary,42.5,30328050
E00337,334409648,5504617866,Jalan Kyai Haji Hasyim Ashari,primary,42.5,30328050
E00338,334409648,5504617607,Jalan Kyai Haji Hasyim Ashari,primary,22.5,30328050
E00339,5504617607,334409648,Jalan Kyai Haji Hasyim Ashari,primary,22.5,30328050
E00340,5504617607,5504619141,Jalan Kyai Haji Hasyim Ashari,primary,123.0,30328050
E00341,5504619141,5504617607,Jalan Kyai Haji Hasyim Ashari,primary,123.0,30328050
E00342,5504619141,5648670379,Jalan Kyai Haji Hasyim Ashari,primary,29.9,30328050
E00343,5648670379,5504619141,Jalan Kyai Haji Hasyim Ashari,primary,29.9,30328050
E00344,5648670379,8510754663,Jalan Kyai Haji Hasyim Ashari,primary,13.5,30328050
E00345,8510754663,5648670379,Jalan Kyai Haji Hasyim Ashari,primary,13.5,30328050
E00346,8510754663,5648670376,Jalan Kyai Haji Hasyim Ashari,primary,5.4,30328050
E00347,5648670376,8510754663,Jalan Kyai Haji Hasyim Ashari,primary,5.4,30328050
E00348,5648670376,8510754668,Jalan Kyai Haji Hasyim Ashari,primary,14.9,30328050
E00349,8510754668,5648670376,Jalan Kyai Haji Hasyim Ashari,primary,14.9,30328050
E00350,8510754668,5504617912,Jalan Kyai Haji Hasyim Ashari,primary,6.6,30328050
E00351,5504617912,8510754668,Jalan Kyai Haji Hasyim Ashari,primary,6.6,30328050
E00352,5504617912,5504619130,Jalan Kyai Haji Hasyim Ashari,primary,19.3,30328050
E00353,5504619130,5504617912,Jalan Kyai Haji Hasyim Ashari,primary,19.3,30328050
E00354,5504619130,5504617914,Jalan Kyai Haji Hasyim Ashari,primary,43.7,30328050
E00355,5504617914,5504619130,Jalan Kyai Haji Hasyim Ashari,primary,43.7,30328050
E00356,5504617914,5504617603,Jalan Kyai Haji Hasyim Ashari,primary,8.2,30328050
E00357,5504617603,5504617914,Jalan Kyai Haji Hasyim Ashari,primary,8.2,30328050
E00358,5504617603,9076176278,Jalan Kyai Haji Hasyim Ashari,primary,10.7,30328050
E00359,9076176278,5504617603,Jalan Kyai Haji Hasyim Ashari,primary,10.7,30328050
E00360,9076176278,316224273,Jalan Kyai Haji Hasyim Ashari,primary,170.0,30328050
E00361,316224273,9076176278,Jalan Kyai Haji Hasyim Ashari,primary,170.0,30328050
