id,from,to,name,highway,length_m,osm_id
E39765,5461002080,5461002084,,living_street,24.1,567256353
E39766,5461002080,5461002078,,living_street,55.3,567256353
E39767,5461002078,5461002080,,living_street,55.3,567256353
E39768,5461002087,5461002084,,living_street,74.0,567256356
E39769,5461002084,5461002087,,living_street,74.0,567256356
E39770,5461002094,8547729738,,residential,46.0,567256362
E39771,8547729738,5461002094,,residential,46.0,567256362
E39772,8547729738,5461002088,,residential,7.4,567256362
E39773,5461002088,8547729738,,residential,7.4,567256362
E39774,5461002099,5461002097,,residential,49.5,567256369
E39775,5461002097,5461002099,,residential,49.5,567256369
E39776,10096220525,5461002101,,living_street,49.1,567256372
E39777,5461002101,10096220525,,living_street,49.1,567256372
E39778,3383921095,5461002106,,living_street,41.8,567256375
E39779,5461002106,3383921095,,living_street,41.8,567256375
E39780,3383921094,5636359634,,residential,3.8,567256378
E39781,5636359634,3383921094,,residential,3.8,567256378
E39782,5461002113,5636359632,,residential,4.7,567256382
E39783,5636359632,5461002113,,residential,4.7,567256382
E39784,5461002112,10000997490,,residential,63.0,567256386
E39785,10000997490,5461002112,,residential,63.0,567256386
E39786,10000997490,5466147447,,residential,8.6,567256386
E39787,5466147447,10000997490,,residential,8.6,567256386
E39788,5466147447,5466147439,,residential,44.2,567256386
E39789,5466147439,5466147447,,residential,44.2,567256386
E39790,5466147439,5466147436,,residential,24.9,567256386
E39791,5466147436,5466147439,,residential,24.9,567256386
E39792,5466147436,5466147418,,residential,120.7,567256386
E39793,5466147418,5466147436,,residential,120.7,567256386
E39794,3383921098,5636427889,,residential,3.4,567256389
E39795,5636427889,3383921098,,residential,3.4,567256389
E39796,3383921099,5636427887,,residential,4.0,567256393
E39797,5636427887,3383921099,,residential,4.0,567256393
E39798,6547967308,6547967309,,residential,6.1,567256395
E39799,6547967309,6547967308,,residential,6.1,567256395
E39800,6547967311,6547967310,,residential,8.8,567256399
E39801,6547967310,6547967311,,residential,8.8,567256399
E39802,6316369255,6316369254,,residential,10.0,567256407
E39803,6316369254,6316369255,,residential,10.0,567256407
E39804,6316369256,6316369257,,tertiary,11.0,567256417
E39805,6316369257,6316369256,,tertiary,11.0,567256417
E39806,5461002126,2624787214,,residential,36.9,567256422
E39807,2624787214,5461002126,,residential,36.9,567256422
E39808,5594082071,6555360866,,service,75.3,567256425
E39809,6555360866,5594082071,,service,75.3,567256425
E39810,6555360866,5461002132,,service,122.3,567256425
E39811,5461002132,6555360866,,service,122.3,567256425
E39812,5461002132,8484627165,,service,26.4,567256425
E39813,8484627165,5461002132,,service,26.4,567256425
E39814,8484627165,9109882064,,service,2.5,567256425
E39815,9109882064,8484627165,,service,2.5,567256425
E39816,2470070304,5461002138,,residential,36.5,567256436
E39817,5461002138,2470070304,,residential,36.5,567256436
E39818,12202181777,5461002139,,service,71.8,567256442
E39819,5461002139,12202181777,,service,71.8,567256442
E39820,6547967337,5594082071,Jalan Pap I,residential,44.4,567256444
E39821,5594082071,6547967337,Jalan Pap I,residential,44.4,567256444
E39822,5594082071,6997714128,Jalan Pap I,residential,245.1,567256444
E39823,6997714128,5594082071,Jalan Pap I,residential,245.1,567256444
E39824,6997714128,5461002143,Jalan Pap I,residential,228.6,567256444
E39825,5461002143,6997714128,Jalan Pap I,residential,228.6,567256444
E39826,5461002150,6547967342,Jalan Paniai,residential,57.1,567256449
E39827,6547967342,5461002150,Jalan Paniai,residential,57.1,567256449
E39828,6547967342,5461002148,Jalan Paniai,residential,42.3,567256449
E39829,5461002148,6547967342,Jalan Paniai,residential,42.3,567256449
E39830,5461002148,6547967345,,residential,17.7,567256451
E39831,6547967345,5461002148,,residential,17.7,567256451
E39832,6547967345,5461002146,,residential,49.8,567256451
E39833,5461002146,6547967345,,residential,49.8,567256451
E39834,5461002152,5461002154,,residential,46.3,567256452
E39835,5461002154,5461002152,,residential,46.3,567256452
E39836,5461002149,6547967340,Jalan Mopah,residential,43.3,567256454
E39837,6547967340,5461002149,Jalan Mopah,residential,43.3,567256454
E39838,6547967340,5461002150,Jalan Mopah,residential,10.0,567256454
E39839,5461002150,6547967340,Jalan Mopah,residential,10.0,567256454
E39840,5461002150,5461002152,Jalan Mopah,residential,42.2,567256454
E39841,5461002152,5461002150,Jalan Mopah,residential,42.2,567256454
E39842,5461002154,5014051854,,residential,94.9,567256456
E39843,5014051854,5461002154,,residential,94.9,567256456
E39844,5461002191,12184800092,,residential,26.4,567256458
E39845,12184800092,5461002191,,residential,26.4,567256458
E39846,12184800092,5461002161,,residential,11.8,567256458
E39847,5461002161,12184800092,,residential,11.8,567256458
E39848,5442288058,5442288055,,living_street,26.8,567256460
E39849,5442288055,5442288058,,living_street,26.8,567256460
E39850,5461002182,5461002164,,residential,80.5,567256462
E39851,5461002164,5461002182,,residential,80.5,567256462
E39852,5460637496,7224987639,Jalan Darussalam Utara II,residential,60.0,567256464
E39853,7224987639,5460637496,Jalan Darussalam Utara II,residential,60.0,567256464
E39854,5460637498,8549870682,,residential,64.1,567256466
E39855,8549870682,5460637498,,residential,64.1,567256466
E39856,8549870682,5460637497,,residential,20.3,567256466
E39857,5460637497,8549870682,,residential,20.3,567256466
E39858,5460637497,8549870684,,residential,16.3,567256466
E39859,8549870684,5460637497,,residential,16.3,567256466
E39860,8549870684,12182549662,,residential,12.1,567256466
E39861,12182549662,8549870684,,residential,12.1,567256466
E39862,12182549662,5460637496,,residential,48.0,567256466
E39863,5460637496,12182549662,,residential,48.0,567256466
E39864,5460637497,5461002166,,residential,34.0,567256468
E39865,5461002166,5460637497,,residential,34.0,567256468
E39866,5461002169,5461002168,,living_street,45.7,567256470
E39867,5461002168,5461002169,,living_street,45.7,567256470
E39868,5461002169,8549852296,,living_street,10.0,567256472
E39869,8549852296,5461002169,,living_street,10.0,567256472
E39870,8549852296,5461002167,,living_street,23.3,567256472
E39871,5461002167,8549852296,,living_street,23.3,567256472
E39872,5460637498,5461002169,,living_street,46.5,567256473
E39873,5461002169,5460637498,,living_street,46.5,567256473
E39874,5460637500,5461002170,,living_street,47.5,567256475
E39875,5461002170,5460637500,,living_street,47.5,567256475
E39876,5460637496,8549862314,Jalan Darussalam Utara II,residential,54.2,567256477
E39877,8549862314,5460637496,Jalan Darussalam Utara II,residential,54.2,567256477
E39878,8549862314,8550786582,Jalan Darussalam Utara II,residential,15.2,567256477
E39879,8550786582,8549862314,Jalan Darussalam Utara II,residential,15.2,567256477
E39880,8550786582,8549862312,Jalan Darussalam Utara II,residential,11.3,567256477
E39881,8549862312,8550786582,Jalan Darussalam Utara II,residential,11.3,567256477
E39882,8549862312,5461002182,Jalan Darussalam Utara II,residential,42.1,567256477
E39883,5461002182,8549862312,Jalan Darussalam Utara II,residential,42.1,567256477
E39884,5461002182,12182510407,Jalan Darussalam Utara II,residential,48.0,567256477
E39885,12182510407,5461002182,Jalan Darussalam Utara II,residential,48.0,567256477
E39886,12182510407,12201936968,Jalan Darussalam Utara II,residential,98.5,567256477
E39887,12201936968,12182510407,Jalan Darussalam Utara II,residential,98.5,567256477
E39888,12201936968,2624787238,Jalan Darussalam Utara II,residential,171.5,567256477
E39889,2624787238,12201936968,Jalan Darussalam Utara II,residential,171.5,567256477
E39890,5461002185,8785257000,,residential,101.7,567256479
E39891,8785257000,5461002185,,residential,101.7,567256479
E39892,12294828222,5638801431,,residential,75.7,567256481
E39893,5638801431,12294828222,,residential,75.7,567256481
E39894,5638801431,8484619543,,residential,39.0,567256481
E39895,8484619543,5638801431,,residential,39.0,567256481
E39896,8484619543,9109882064,,residential,48.1,567256481
E39897,9109882064,8484619543,,residential,48.1,567256481
E39898,2027739158,6253300027,Jalan Garuda,secondary,58.5,567256483
E39899,6253300027,2027739158,Jalan Garuda,secondary,58.5,567256483
E39900,6253300027,5636427880,Jalan Garuda,secondary,41.3,567256483
E39901,5636427880,6253300027,Jalan Garuda,secondary,41.3,567256483
E39902,5636427880,2027739138,Jalan Garuda,secondary,12.2,567256483
E39903,2027739138,5636427880,Jalan Garuda,secondary,12.2,567256483
E39904,2027739138,2470070309,Jalan Garuda,secondary,59.9,567256483
E39905,2470070309,2027739138,Jalan Garuda,secondary,59.9,567256483
E39906,2470070309,7226621877,Jalan Garuda,secondary,38.6,567256483
E39907,7226621877,2470070309,Jalan Garuda,secondary,38.6,567256483
E39908,7226621877,2470070304,Jalan Garuda,secondary,15.9,567256483
E39909,2470070304,7226621877,Jalan Garuda,secondary,15.9,567256483
E39910,2470070304,7226589467,Jalan Garuda,secondary,26.4,567256483
E39911,7226589467,2470070304,Jalan Garuda,secondary,26.4,567256483
E39912,7226589467,2470070271,Jalan Garuda,secondary,72.5,567256483
E39913,2470070271,7226589467,Jalan Garuda,secondary,72.5,567256483
E39914,5461002196,5463836835,,residential,64.6,567256487
E39915,5463836835,5461002196,,residential,64.6,567256487
E39916,5463836835,5461002193,,residential,118.0,567256487
E39917,5461002193,5463836835,,residential,118.0,567256487
E39918,12294828356,5461002197,Gang Al Ma'mur,living_street,70.6,567256489
E39919,5461002197,12294828356,Gang Al Ma'mur,living_street,70.6,567256489
E39920,5442288304,5461002199,,living_street,54.2,567256490
E39921,5461002199,5442288304,,living_street,54.2,567256490
E39922,4918288329,12202564835,,living_street,45.4,567362945
E39923,12202564835,4918288329,,living_street,45.4,567362945
E39924,4918288325,4918288329,,living_street,44.5,567362947
E39925,4918288329,4918288325,,living_street,44.5,567362947
E39926,4918288312,4918288318,,living_street,65.1,567362949
E39927,4918288318,4918288312,,living_street,65.1,567362949
E39928,4918288311,4918288312,,living_street,15.4,567362950
E39929,4918288312,4918288311,,living_street,15.4,567362950
E39930,12202564837,4918288310,,living_street,28.4,567362951
E39931,4918288310,12202564837,,living_street,28.4,567362951
E39932,4918288310,4918288311,,living_street,12.4,567362951
E39933,4918288311,4918288310,,living_street,12.4,567362951
E39934,5461574583,5461574580,,residential,27.3,567362954
E39935,5461574580,5461574583,,residential,27.3,567362954
E39936,408854882,5461574571,Jalan Taman Asri 3,residential,32.6,567362956
E39937,5461574571,408854882,Jalan Taman Asri 3,residential,32.6,567362956
E39938,5461574571,408854871,Jalan Taman Asri 3,residential,98.3,567362956
E39939,408854871,5461574571,Jalan Taman Asri 3,residential,98.3,567362956
E39940,5461574530,5461574528,,service,145.0,567362957
E39941,5461574528,5461574530,,service,145.0,567362957
E39942,5240539648,5240539649,,service,28.5,567362958
E39943,5240539649,5240539648,,service,28.5,567362958
E39944,5240539649,5461574631,,service,86.7,567362958
E39945,5461574631,5240539649,,service,86.7,567362958
E39946,5461574631,5461574626,,service,40.1,567362958
E39947,5461574626,5461574631,,service,40.1,567362958
E39948,5461574626,5240539654,,service,68.7,567362958
E39949,5240539654,5461574626,,service,68.7,567362958
E39950,5461574668,5461574667,,service,58.9,567362959
E39951,5461574667,5461574668,,service,58.9,567362959
E39952,5240539679,5240539677,,living_street,107.7,567362960
E39953,5240539677,5240539679,,living_street,107.7,567362960
E39954,5461574257,6541846016,,residential,34.5,567362961
E39955,6541846016,5461574257,,residential,34.5,567362961
E39956,6541846016,5461574260,,residential,101.2,567362961
E39957,5461574260,6541846016,,residential,101.2,567362961
E39958,5461574260,5461574261,,residential,117.9,567362961
E39959,5461574261,5461574260,,residential,117.9,567362961
E39960,3501081448,9059508153,,residential,28.3,567362962
E39961,9059508153,3501081448,,residential,28.3,567362962
E39962,9059508153,6316548572,,residential,41.4,567362962
E39963,6316548572,9059508153,,residential,41.4,567362962
E39964,6316548572,12154272001,,residential,107.0,567362962
E39965,12154272001,6316548572,,residential,107.0,567362962
E39966,5461574885,5461574648,Duta Garden,residential,55.8,567362964
E39967,5461574648,5461574885,Duta Garden,residential,55.8,567362964
E39968,5240539775,5240539772,,residential,84.0,567362966
E39969,5240539772,5240539775,,residential,84.0,567362966
E39970,5240539774,5240539775,,residential,40.9,567362968
E39971,5240539775,5240539774,,residential,40.9,567362968
E39972,5240539767,5240539769,,residential,47.8,567362969
E39973,5240539769,5240539767,,residential,47.8,567362969
E39974,5461574900,5461574899,,residential,69.0,567362971
E39975,5461574899,5461574900,,residential,69.0,567362971
E39976,4323059743,4323059731,,residential,90.5,567362973
E39977,4323059731,4323059743,,residential,90.5,567362973
E39978,4323059707,4323059713,,residential,69.3,567362974
E39979,4323059713,4323059707,,residential,69.3,567362974
E39980,4323059723,4323059712,,residential,74.2,567362976
E39981,4323059712,4323059723,,residential,74.2,567362976
E39982,4323059735,4323059742,,residential,50.6,567362983
E39983,4323059742,4323059735,,residential,50.6,567362983
E39984,10153358624,4323059734,,residential,23.2,567362984
E39985,4323059734,10153358624,,residential,23.2,567362984
E39986,4323059734,4323059735,,residential,38.6,567362984
E39987,4323059735,4323059734,,residential,38.6,567362984
E39988,4323059741,4323059734,,residential,46.8,567362985
E39989,4323059734,4323059741,,residential,46.8,567362985
E39990,4323059734,4323059735,,residential,73.9,567362985
E39991,4323059735,4323059734,,residential,73.9,567362985
E39992,4323059742,4323059741,,residential,56.9,567362986
E39993,4323059741,4323059742,,residential,56.9,567362986
E39994,5461573844,5461573843,,residential,68.9,567362988
E39995,5461573843,5461573844,,residential,68.9,567362988
E39996,4323059705,12138720055,,residential,3.5,567362989
E39997,12138720055,4323059705,,residential,3.5,567362989
E39998,4323059705,3501098379,,residential,115.6,567362991
E39999,3501098379,4323059705,,residential,115.6,567362991
E40000,3501098379,12138720056,,residential,16.7,567362991
E40001,12138720056,3501098379,,residential,16.7,567362991
E40002,5461573847,5461573846,,residential,81.7,567362992
E40003,5461573846,5461573847,,residential,81.7,567362992
E40004,5461573849,5461573848,,residential,80.0,567362993
E40005,5461573848,5461573849,,residential,80.0,567362993
E40006,9137375127,5461573852,,service,285.6,567362995
E40007,5461573852,9137375127,,service,285.6,567362995
E40008,5461573897,5461573896,,residential,29.4,567362997
E40009,5461573896,5461573897,,residential,29.4,567362997
E40010,5461573898,6280094016,,residential,5.1,567362998
E40011,6280094016,5461573898,,residential,5.1,567362998
E40012,6280094016,5461573897,,residential,29.4,567362998
E40013,5461573897,6280094016,,residential,29.4,567362998
E40014,5240539677,4918287920,,living_street,249.8,567363000
E40015,4918287920,5240539677,,living_street,249.8,567363000
E40016,12138216161,9137375132,,residential,52.0,567363001
E40017,9137375132,12138216161,,residential,52.0,567363001
E40018,5461573862,6280094016,,residential,23.1,567363002
E40019,6280094016,5461573862,,residential,23.1,567363002
E40020,5461573865,5461573864,,residential,37.9,567363003
E40021,5461573864,5461573865,,residential,37.9,567363003
E40022,5461573894,5461573866,,residential,46.1,567363004
E40023,5461573866,5461573894,,residential,46.1,567363004
E40024,5461573868,5461573867,,residential,53.0,567363005
E40025,5461573867,5461573868,,residential,53.0,567363005
E40026,5461573890,6280094017,,residential,100.0,567363006
E40027,6280094017,5461573890,,residential,100.0,567363006
E40028,6280094017,5461573873,,residential,41.4,567363006
E40029,5461573873,6280094017,,residential,41.4,567363006
E40030,5461573873,5461573871,,residential,43.3,567363006
E40031,5461573871,5461573873,,residential,43.3,567363006
E40032,5461573882,5461573877,,residential,17.8,567363009
E40033,5461573877,5461573882,,residential,17.8,567363009
E40034,5461573880,5461573878,,residential,18.5,567363010
E40035,5461573878,5461573880,,residential,18.5,567363010
E40036,5461573883,5461573880,,residential,128.0,567363011
E40037,5461573880,5461573883,,residential,128.0,567363011
E40038,5461573880,5461573879,,residential,56.6,567363011
E40039,5461573879,5461573880,,residential,56.6,567363011
E40040,5461573885,5461573888,,residential,94.1,567363012
E40041,5461573888,5461573885,,residential,94.1,567363012
E40042,5461573890,6280094019,,residential,95.3,567363013
E40043,6280094019,5461573890,,residential,95.3,567363013
E40044,6280094019,5461573888,,residential,41.0,567363013
E40045,5461573888,6280094019,,residential,41.0,567363013
E40046,5461573888,6280094021,,residential,41.3,567363013
E40047,6280094021,5461573888,,residential,41.3,567363013
E40048,6280094021,5461573886,,residential,91.9,567363013
E40049,5461573886,6280094021,,residential,91.9,567363013
E40050,5461573886,5461573871,,residential,103.4,567363013
E40051,5461573871,5461573886,,residential,103.4,567363013
E40052,5461573871,5461573872,,residential,14.1,567363013
E40053,5461573872,5461573871,,residential,14.1,567363013
E40054,5461573898,5461573874,,residential,24.9,567363014
E40055,5461573874,5461573898,,residential,24.9,567363014
E40056,5461573874,5461573865,,residential,31.9,567363014
E40057,5461573865,5461573874,,residential,31.9,567363014
E40058,5461573865,5461573894,,residential,39.7,567363014
E40059,5461573894,5461573865,,residential,39.7,567363014
E40060,5461573894,5461573868,,residential,41.4,567363014
E40061,5461573868,5461573894,,residential,41.4,567363014
E40062,5461573868,5461573900,,residential,45.7,567363014
E40063,5461573900,5461573868,,residential,45.7,567363014
E40064,5461573891,5461573890,,residential,41.9,567363015
E40065,5461573890,5461573891,,residential,41.9,567363015
E40066,5461573890,5461573885,,residential,41.6,567363015
E40067,5461573885,5461573890,,residential,41.6,567363015
E40068,5461573885,5461573886,,residential,43.6,567363015
E40069,5461573886,5461573885,,residential,43.6,567363015
E40070,5461573886,5461573900,,residential,46.6,567363015
E40071,5461573900,5461573886,,residential,46.6,567363015
E40072,5461573900,5461573899,,residential,62.6,567363015
E40073,5461573899,5461573900,,residential,62.6,567363015
E40074,5461573906,5461573847,Jalan Oregon,residential,49.2,567363016
E40075,5461573847,5461573906,Jalan Oregon,residential,49.2,567363016
E40076,5461573847,5461573904,Jalan Oregon,residential,47.2,567363016
E40077,5461573904,5461573847,Jalan Oregon,residential,47.2,567363016
E40078,5461573907,5461573849,Jalan Oregon,residential,48.5,567363019
E40079,5461573849,5461573907,Jalan Oregon,residential,48.5,567363019
E40080,5461573849,5461573906,Jalan Oregon,residential,27.4,567363019
E40081,5461573906,5461573849,Jalan Oregon,residential,27.4,567363019
E40082,5461573909,5461573907,,residential,79.0,567363020
E40083,5461573907,5461573909,,residential,79.0,567363020
E40084,4323059728,12138216164,Jalan Vermont,residential,25.0,567363021
E40085,12138216164,4323059728,Jalan Vermont,residential,25.0,567363021
E40086,5461573906,5461573911,Jalan Vermont,residential,80.8,567363022
E40087,5461573911,5461573906,Jalan Vermont,residential,80.8,567363022
E40088,5461573914,6541846018,,residential,33.1,567363023
E40089,6541846018,5461573914,,residential,33.1,567363023
E40090,6541846018,5461573913,,residential,14.5,567363023
E40091,5461573913,6541846018,,residential,14.5,567363023
E40092,5461573916,5461573915,,residential,48.6,567363024
E40093,5461573915,5461573916,,residential,48.6,567363024
E40094,5461573918,7237789802,,residential,140.3,567363025
E40095,7237789802,5461573918,,residential,140.3,567363025
E40096,5461001361,5461574252,,residential,11.7,567363026
E40097,5461574252,5461001361,,residential,11.7,567363026
E40098,5461574252,5461001360,,residential,119.8,567363026
E40099,5461001360,5461574252,,residential,119.8,567363026
E40100,5461001360,5461573918,,residential,36.5,567363026
E40101,5461573918,5461001360,,residential,36.5,567363026
E40102,5461573918,5461001359,,residential,33.3,567363026
E40103,5461001359,5461573918,,residential,33.3,567363026
E40104,5461574224,5461573919,,service,98.0,567363028
E40105,5461573919,5461574224,,service,98.0,567363028
E40106,4357604249,5461574225,,service,91.6,567363029
E40107,5461574225,4357604249,,service,91.6,567363029
E40108,5461574231,5461574229,,residential,66.3,567363030
E40109,5461574229,5461574231,,residential,66.3,567363030
E40110,5461574234,5461574233,,living_street,26.3,567363031
E40111,5461574233,5461574234,,living_street,26.3,567363031
E40112,5461574228,5461574226,,service,29.2,567363032
E40113,5461574226,5461574228,,service,29.2,567363032
E40114,5461574233,8461087250,,living_street,16.4,567363033
E40115,8461087250,5461574233,,living_street,16.4,567363033
E40116,8461087250,5461574231,,living_street,49.4,567363033
E40117,5461574231,8461087250,,living_street,49.4,567363033
E40118,5461001346,5461574228,,service,62.9,567363034
E40119,5461574228,5461001346,,service,62.9,567363034
E40120,4357604263,5461574236,,service,35.9,567363035
E40121,5461574236,4357604263,,service,35.9,567363035
E40122,5461574243,5461574242,,residential,69.5,567363037
E40123,5461574242,5461574243,,residential,69.5,567363037
E40124,5461574249,5461574243,,residential,57.5,567363038
E40125,5461574243,5461574249,,residential,57.5,567363038
E40126,5461574243,5461574248,,residential,53.3,567363038
E40127,5461574248,5461574243,,residential,53.3,567363038
E40128,5461574251,5461574249,,residential,48.1,567363039
E40129,5461574249,5461574251,,residential,48.1,567363039
E40130,5461574249,5461574250,,residential,70.2,567363039
E40131,5461574250,5461574249,,residential,70.2,567363039
E40132,5461574256,5461574251,,residential,114.3,567363040
E40133,5461574251,5461574256,,residential,114.3,567363040
E40134,5461574251,5461574252,,residential,134.2,567363040
E40135,5461574252,5461574251,,residential,134.2,567363040
E40136,5461574257,6541846012,,residential,33.8,567363041
E40137,6541846012,5461574257,,residential,33.8,567363041
E40138,6541846012,6541835248,,residential,14.1,567363041
E40139,6541835248,6541846012,,residential,14.1,567363041
E40140,6541835248,5461573851,,residential,37.7,567363041
E40141,5461573851,6541835248,,residential,37.7,567363041
E40142,5461573851,5461574248,,residential,68.2,567363041
E40143,5461574248,5461573851,,residential,68.2,567363041
E40144,5461574248,5461574256,,residential,51.1,567363041
E40145,5461574256,5461574248,,residential,51.1,567363041
E40146,5461574259,6541835247,,residential,38.6,567363042
E40147,6541835247,5461574259,,residential,38.6,567363042
E40148,5461001360,9169447018,,residential,105.1,567363043
E40149,9169447018,5461001360,,residential,105.1,567363043
E40150,9169447018,5461574259,,residential,18.5,567363043
E40151,5461574259,9169447018,,residential,18.5,567363043
E40152,5461574259,5461574250,,residential,19.9,567363043
E40153,5461574250,5461574259,,residential,19.9,567363043
E40154,5461574250,5461574242,,residential,53.5,567363043
E40155,5461574242,5461574250,,residential,53.5,567363043
E40156,5461574242,5461573851,,residential,53.2,567363043
E40157,5461573851,5461574242,,residential,53.2,567363043
E40158,5461573851,5461574260,,residential,56.3,567363043
E40159,5461574260,5461573851,,residential,56.3,567363043
E40160,388066968,388066970,,secondary,81.0,567363044
E40161,388066970,388066968,,secondary,81.0,567363044
E40162,6541835245,12142224260,,service,153.2,567363045
E40163,12142224260,6541835245,,service,153.2,567363045
E40164,5461574278,5461574277,,residential,22.6,567363046
E40165,5461574277,5461574278,,residential,22.6,567363046
E40166,5461574279,5461574270,,residential,32.5,567363047
E40167,5461574270,5461574279,,residential,32.5,567363047
E40168,5461574270,12140021871,,residential,44.3,567363047
E40169,12140021871,5461574270,,residential,44.3,567363047
E40170,12140021871,5461574284,,residential,6.9,567363047
E40171,5461574284,12140021871,,residential,6.9,567363047
E40172,5461574284,5461574278,,residential,34.2,567363047
E40173,5461574278,5461574284,,residential,34.2,567363047
E40174,5461574282,6541402523,,residential,3.6,567363048
E40175,6541402523,5461574282,,residential,3.6,567363048
E40176,6541402523,6541402524,,residential,124.4,567363048
E40177,6541402524,6541402523,,residential,124.4,567363048
E40178,6541402524,5461574279,,residential,3.8,567363048
E40179,5461574279,6541402524,,residential,3.8,567363048
E40180,5461574271,5461574270,,residential,127.3,567363049
E40181,5461574270,5461574271,,residential,127.3,567363049
E40182,5461574273,5461574272,,residential,78.3,567363050
E40183,5461574272,5461574273,,residential,78.3,567363050
E40184,5461574272,5461574277,,residential,37.4,567363050
E40185,5461574277,5461574272,,residential,37.4,567363050
E40186,5461574274,5461574273,,residential,58.0,567363051
E40187,5461574273,5461574274,,residential,58.0,567363051
E40188,5461574273,5461574283,,residential,44.2,567363051
E40189,5461574283,5461574273,,residential,44.2,567363051
E40190,5461574283,12158587901,,residential,7.8,567363051
E40191,12158587901,5461574283,,residential,7.8,567363051
E40192,12158587901,5461574271,,residential,44.6,567363051
E40193,5461574271,12158587901,,residential,44.6,567363051
E40194,5461574271,5461574282,,residential,32.9,567363051
E40195,5461574282,5461574271,,residential,32.9,567363051
E40196,5461574290,5461574289,,residential,127.2,567363052
E40197,5461574289,5461574290,,residential,127.2,567363052
E40198,5461574289,12138720052,,residential,139.5,567363052
E40199,12138720052,5461574289,,residential,139.5,567363052
E40200,5240539763,5240539764,,residential,67.3,567363053
E40201,5240539764,5240539763,,residential,67.3,567363053
E40202,5240539760,5240539761,,residential,76.1,567363054
E40203,5240539761,5240539760,,residential,76.1,567363054
E40204,5461574292,5461574291,,residential,67.1,567363055
E40205,5461574291,5461574292,,residential,67.1,567363055
E40206,5240539760,12138391180,,residential,37.8,567363056
E40207,12138391180,5240539760,,residential,37.8,567363056
E40208,12138391180,12138391178,,residential,18.8,567363056
E40209,12138391178,12138391180,,residential,18.8,567363056
E40210,12138391178,5461574293,,residential,9.9,567363056
E40211,5461574293,12138391178,,residential,9.9,567363056
E40212,5461574295,5461574294,,residential,71.1,567363057
E40213,5461574294,5461574295,,residential,71.1,567363057
E40214,5461574297,5461574296,,residential,77.6,567363058
E40215,5461574296,5461574297,,residential,77.6,567363058
E40216,5461574310,4918288803,,residential,59.7,567363065
E40217,4918288803,5461574310,,residential,59.7,567363065
E40218,9069272375,5461574311,,service,151.0,567363066
E40219,5461574311,9069272375,,service,151.0,567363066
E40220,5461574320,5461574316,Gang Haji Syarif,living_street,103.4,567363067
E40221,5461574316,5461574320,Gang Haji Syarif,living_street,103.4,567363067
E40222,4918288988,12155637808,,residential,4.2,567363068
E40223,12155637808,4918288988,,residential,4.2,567363068
E40224,12155978722,5461574322,Gang Haji Nisar,living_street,38.7,567363069
E40225,5461574322,12155978722,Gang Haji Nisar,living_street,38.7,567363069
E40226,4918531869,5461574328,,living_street,101.1,567363070
E40227,5461574328,4918531869,,living_street,101.1,567363070
E40228,5461574328,8485165191,,living_street,54.2,567363070
E40229,8485165191,5461574328,,living_street,54.2,567363070
E40230,6285356146,7210809709,Jalan Puri Permata Mediterania,residential,14.5,567363073
E40231,7210809709,6285356146,Jalan Puri Permata Mediterania,residential,14.5,567363073
E40232,5461574337,7029484617,,service,4.0,567363076
E40233,7029484617,5461574337,,service,4.0,567363076
E40234,5461574339,12144725801,,living_street,66.9,567363077
E40235,12144725801,5461574339,,living_street,66.9,567363077
E40236,5461574359,5461574368,,service,38.9,567363078
E40237,5461574368,5461574359,,service,38.9,567363078
E40238,5461574368,5461574341,,service,35.0,567363078
E40239,5461574341,5461574368,,service,35.0,567363078
E40240,5461574341,5461574367,,service,7.7,567363078
E40241,5461574367,5461574341,,service,7.7,567363078
E40242,5461574367,5461574354,,service,21.6,567363078
E40243,5461574354,5461574367,,service,21.6,567363078
E40244,5461574348,5461574350,,service,39.1,567363079
E40245,5461574350,5461574348,,service,39.1,567363079
E40246,5461574342,5461574341,,service,31.2,567363080
E40247,5461574341,5461574342,,service,31.2,567363080
E40248,5461574340,5461574343,,service,38.9,567363081
E40249,5461574343,5461574340,,service,38.9,567363081
E40250,5461574343,5461574342,,service,36.1,567363081
E40251,5461574342,5461574343,,service,36.1,567363081
E40252,5461574359,5461574345,,service,118.3,567363082
E40253,5461574345,5461574359,,service,118.3,567363082
E40254,5461574345,5461574344,,service,42.4,567363082
E40255,5461574344,5461574345,,service,42.4,567363082
E40256,386284329,12145049345,,residential,24.9,567363083
E40257,12145049345,386284329,,residential,24.9,567363083
E40258,7210829870,5461574343,,service,39.6,567363087
E40259,5461574343,7210829870,,service,39.6,567363087
E40260,5461574343,5461574368,,service,30.2,567363087
E40261,5461574368,5461574343,,service,30.2,567363087
E40262,5461574368,5461574345,,service,81.8,567363087
E40263,5461574345,5461574368,,service,81.8,567363087
E40264,5461574367,5461574344,,service,79.8,567363090
E40265,5461574344,5461574367,,service,79.8,567363090
E40266,5461574360,6290453990,,service,37.1,567363092
E40267,6290453990,5461574360,,service,37.1,567363092
E40268,6290453990,6290453994,,service,16.3,567363092
E40269,6290453994,6290453990,,service,16.3,567363092
E40270,12156210786,5461574340,,service,40.5,567363094
E40271,5461574340,12156210786,,service,40.5,567363094
E40272,5461574340,5461574359,,service,29.7,567363094
E40273,5461574359,5461574340,,service,29.7,567363094
E40274,5461574379,5461574378,,residential,35.5,567363097
